type,date,symbol,currentPrice,open,previousClose,dayLow,dayHigh,recommendation,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,totalRevenue,revenuePerShare,totalDebt,debtToEquity,totalCash,totalCashPerShare,ebitda,earningsGrowth,revenueGrowth
Stock,2024-06-03T16:41:06.555950,HD,331.58,333.65,334.87,329.538,333.65,buy,391.43,276.3,351.08,359.19,2.3,151830003712,152.785,52005998592,2857.473,4264000000,4.3,24508000256,-0.05,-0.023
Stock,2024-06-03T16:41:06.655933,PG,166.0,163.93,164.54,163.69,166.23,buy,168.54,143.68,158.25,160.25,2.1,84059996160,35.616,31982000128,63.541,6828000256,2.893,24217999360,0.106,0.006
Stock,2024-06-03T16:41:06.752619,MA,442.17,443.48,447.07,441.135,444.955,buy,566.41,390.69,471.91,473.46,1.8,25698000896,27.367,15628999680,213.862,7656999936,8.237,15752999936,0.304,0.104
Stock,2024-06-03T16:41:06.847908,PYPL,63.29,63.03,62.99,62.58,63.41,buy,110.52,55.26,70.36,69.49,2.4,30429999104,28.001,11658000384,56.313,14318000128,13.688,5658999808,0.186,0.094
Stock,2024-06-03T16:41:06.948098,DIS,102.6887,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012
Stock,2024-06-03T16:41:07.049957,BAC,39.67,40.04,39.99,39.6,40.19,buy,42.37,32.14,36.85,36.36,2.4,93358997504,11.664,727036002304,No Data,830731976704,106.227,No Data,-0.194,-0.033
Stock,2024-06-03T16:41:07.150853,TSM,153.9756,155.12,151.04,153.6601,157.15,buy,183.0,113.0,151.97,159.59,1.6,2245747015680,54.131874,1009472962560,27.538,1922656108544,74.138,1511090421760,0.09,0.165
Stock,2024-06-03T16:41:07.249386,CMCSA,39.79,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012
Stock,2024-06-03T16:41:17.360013,AAPL,194.66,192.98,192.25,192.53,194.99,buy,253.28,151.04,188.42,185.52,2.1,381623009280,24.537,104590000128,140.968,67150000128,4.379,129629003776,0.007,-0.043
Stock,2024-06-03T16:41:17.516177,MSFT,414.69,415.58,415.13,412.69,416.41,buy,552.6,401.56,445.15,439.62,1.7,236583993344,31.834,106228998144,41.963,80013000704,10.766,125182001152,0.2,0.17
Stock,2024-06-03T16:41:17.613029,AMZN,177.11,177.53,176.44,175.97,178.7,buy,460.5,165.78,209.16,202.62,1.7,590739996672,57.133,160560005120,74.107,85074001920,8.175,96609001472,2.167,0.125
Stock,2024-06-03T16:41:17.716184,GOOGL,172.42,172.55,172.5,172.03,174.52,buy,207.22,105.69,176.68,184.2,1.9,318145986560,25.374,28376000512,9.69,108089999360,8.747,109723000832,0.609,0.154
Stock,2024-06-03T16:41:17.819124,META,474.8,470.87,466.83,468.24,477.43,buy,546.15,239.46,472.46,478.92,1.8,142711996416,55.671,37632999424,25.168,58119999488,22.913,68446998528,1.141,0.273
Stock,2024-06-03T16:41:17.913864,TSLA,179.9882,178.35,178.08,177.25,182.6389,hold,294.72,21.05,164.83,163.48,2.8,94745001984,29.803,9911000064,15.206,26862999552,8.423,12264999936,-0.534,-0.087
Stock,2024-06-03T16:41:18.018440,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052
Stock,2024-06-03T16:41:18.116221,JNJ,148.31,147.25,146.67,146.825,148.88,buy,198.01,142.75,158.56,156.57,2.3,85647998976,34.477,33632000000,48.032,26218000384,10.894,30613000192,No Data,0.023
Stock,2024-06-03T16:41:18.218064,JPM,201.46,202.31,202.63,201.08,202.42,buy,230.0,157.7,208.05,213.5,2.0,150000992256,51.308,840650981376,No Data,1626683998208,566.46,No Data,0.083,0.111
Stock,2024-06-03T16:41:18.314626,NVDA,1137.82,1135.89,1096.33,1130.2,1143.84,buy,1289.4,440.61,1050.13,1105.2,1.8,79773999104,32.336,10990999552,22.366,31438000128,12.769,49274998784,6.293,2.621
Stock,2024-06-03T16:41:18.412621,V,270.98,273.09,272.46,270.37,273.13,buy,313.14,244.06,285.85,285.97,1.9,34140999680,16.876,20603000832,50.89,17703000064,8.85,23942000640,0.124,0.099
Stock,2024-06-03T16:41:18.507739,UNH,495.36,494.13,495.37,493.87,498.68,buy,675.0,460.0,570.92,569.5,1.8,379486994432,410.145,73637003264,75.979,32710000640,35.539,35001999360,No Data,0.086
Stock,2024-06-03T16:41:18.604550,HD,331.69,333.65,334.87,329.538,333.65,buy,391.43,276.3,351.08,359.19,2.3,151830003712,152.785,52005998592,2857.473,4264000000,4.3,24508000256,-0.05,-0.023
Stock,2024-06-03T16:41:18.698140,PG,165.975,163.93,164.54,163.69,166.23,buy,168.54,143.68,158.25,160.25,2.1,84059996160,35.616,31982000128,63.541,6828000256,2.893,24217999360,0.106,0.006
Stock,2024-06-03T16:41:18.798552,MA,442.2195,443.48,447.07,441.135,444.955,buy,566.41,390.69,471.91,473.46,1.8,25698000896,27.367,15628999680,213.862,7656999936,8.237,15752999936,0.304,0.104
Stock,2024-06-03T16:41:18.892957,PYPL,63.27,63.03,62.99,62.58,63.41,buy,110.52,55.26,70.36,69.49,2.4,30429999104,28.001,11658000384,56.313,14318000128,13.688,5658999808,0.186,0.094
Stock,2024-06-03T16:41:18.992303,DIS,102.66,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012
Stock,2024-06-03T16:41:19.093775,BAC,39.69,40.04,39.99,39.6,40.19,buy,42.37,32.14,36.85,36.36,2.4,93358997504,11.664,727036002304,No Data,830731976704,106.227,No Data,-0.194,-0.033
Stock,2024-06-03T16:41:19.195049,TSM,153.9923,155.12,151.04,153.6601,157.15,buy,183.0,113.0,151.97,159.59,1.6,2245747015680,54.131874,1009472962560,27.538,1922656108544,74.138,1511090421760,0.09,0.165
Stock,2024-06-03T16:41:19.348500,CMCSA,39.795,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012
Stock,2024-06-03T16:41:29.471044,AAPL,194.71,192.98,192.25,192.53,194.99,buy,253.28,151.04,188.42,185.52,2.1,381623009280,24.537,104590000128,140.968,67150000128,4.379,129629003776,0.007,-0.043
Stock,2024-06-03T16:41:29.580780,MSFT,414.93,415.58,415.13,412.69,416.41,buy,552.6,401.56,445.15,439.62,1.7,236583993344,31.834,106228998144,41.963,80013000704,10.766,125182001152,0.2,0.17
Stock,2024-06-03T16:41:29.689976,AMZN,177.16,177.53,176.44,175.97,178.7,buy,460.5,165.78,209.16,202.62,1.7,590739996672,57.133,160560005120,74.107,85074001920,8.175,96609001472,2.167,0.125
Stock,2024-06-03T16:41:29.788349,GOOGL,172.475,172.55,172.5,172.03,174.52,buy,207.22,105.69,176.68,184.2,1.9,318145986560,25.374,28376000512,9.69,108089999360,8.747,109723000832,0.609,0.154
Stock,2024-06-03T16:41:29.895002,META,474.94,470.87,466.83,468.24,477.43,buy,546.15,239.46,472.46,478.92,1.8,142711996416,55.671,37632999424,25.168,58119999488,22.913,68446998528,1.141,0.273
Stock,2024-06-03T16:41:29.992336,TSLA,180.09,178.35,178.08,177.25,182.6389,hold,294.72,21.05,164.83,163.48,2.8,94745001984,29.803,9911000064,15.206,26862999552,8.423,12264999936,-0.534,-0.087
Stock,2024-06-03T16:41:30.143936,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052
Stock,2024-06-03T16:41:30.245848,JNJ,148.32,147.25,146.67,146.825,148.88,buy,198.01,142.75,158.56,156.57,2.3,85647998976,34.477,33632000000,48.032,26218000384,10.894,30613000192,No Data,0.023
Stock,2024-06-03T16:41:30.343972,JPM,201.5015,202.31,202.63,201.08,202.42,buy,230.0,157.7,208.05,213.5,2.0,150000992256,51.308,840650981376,No Data,1626683998208,566.46,No Data,0.083,0.111
Stock,2024-06-03T16:41:30.494160,NVDA,1137.4958,1135.89,1096.33,1130.2,1143.84,buy,1289.4,440.61,1050.13,1105.2,1.8,79773999104,32.336,10990999552,22.366,31438000128,12.769,49274998784,6.293,2.621
Stock,2024-06-03T16:41:30.596619,V,270.9,273.09,272.46,270.37,273.13,buy,313.14,244.06,285.85,285.97,1.9,34140999680,16.876,20603000832,50.89,17703000064,8.85,23942000640,0.124,0.099
Stock,2024-06-03T16:41:30.705197,UNH,495.36,494.13,495.37,493.87,498.68,buy,675.0,460.0,570.92,569.5,1.8,379486994432,410.145,73637003264,75.979,32710000640,35.539,35001999360,No Data,0.086
Stock,2024-06-03T16:41:30.806154,HD,331.69,333.65,334.87,329.538,333.65,buy,391.43,276.3,351.08,359.19,2.3,151830003712,152.785,52005998592,2857.473,4264000000,4.3,24508000256,-0.05,-0.023
Stock,2024-06-03T16:41:30.906830,PG,165.91,163.93,164.54,163.69,166.23,buy,168.54,143.68,158.25,160.25,2.1,84059996160,35.616,31982000128,63.541,6828000256,2.893,24217999360,0.106,0.006
Stock,2024-06-03T16:41:31.006092,MA,442.15,443.48,447.07,441.135,444.955,buy,566.41,390.69,471.91,473.46,1.8,25698000896,27.367,15628999680,213.862,7656999936,8.237,15752999936,0.304,0.104
Stock,2024-06-03T16:41:31.104639,PYPL,63.285,63.03,62.99,62.58,63.41,buy,110.52,55.26,70.36,69.49,2.4,30429999104,28.001,11658000384,56.313,14318000128,13.688,5658999808,0.186,0.094
Stock,2024-06-03T16:41:31.257651,DIS,102.61,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012
Stock,2024-06-03T16:41:31.362189,BAC,39.7,40.04,39.99,39.6,40.19,buy,42.37,32.14,36.85,36.36,2.4,93358997504,11.664,727036002304,No Data,830731976704,106.227,No Data,-0.194,-0.033
Stock,2024-06-03T16:41:31.463279,TSM,153.9835,155.12,151.04,153.6601,157.15,buy,183.0,113.0,151.97,159.59,1.6,2245747015680,54.131874,1009472962560,27.538,1922656108544,74.138,1511090421760,0.09,0.165
Stock,2024-06-03T16:41:31.566959,CMCSA,39.79,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012
Stock,2024-06-03T16:41:41.681547,AAPL,194.785,192.98,192.25,192.53,194.99,buy,253.28,151.04,188.42,185.52,2.1,381623009280,24.537,104590000128,140.968,67150000128,4.379,129629003776,0.007,-0.043
Stock,2024-06-03T16:41:41.777720,MSFT,414.88,415.58,415.13,412.69,416.41,buy,552.6,401.56,445.15,439.62,1.7,236583993344,31.834,106228998144,41.963,80013000704,10.766,125182001152,0.2,0.17
Stock,2024-06-03T16:41:41.875584,AMZN,177.2004,177.53,176.44,175.97,178.7,buy,460.5,165.78,209.16,202.62,1.7,590739996672,57.133,160560005120,74.107,85074001920,8.175,96609001472,2.167,0.125
Stock,2024-06-03T16:41:41.973980,GOOGL,172.57,172.55,172.5,172.03,174.52,buy,207.22,105.69,176.68,184.2,1.9,318145986560,25.374,28376000512,9.69,108089999360,8.747,109723000832,0.609,0.154
Stock,2024-06-03T16:41:42.070392,META,475.0093,470.87,466.83,468.24,477.43,buy,546.15,239.46,472.46,478.92,1.8,142711996416,55.671,37632999424,25.168,58119999488,22.913,68446998528,1.141,0.273
Stock,2024-06-03T16:41:42.167689,TSLA,180.17,178.35,178.08,177.25,182.6389,hold,294.72,21.05,164.83,163.48,2.8,94745001984,29.803,9911000064,15.206,26862999552,8.423,12264999936,-0.534,-0.087
Stock,2024-06-03T16:41:42.261667,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052
Stock,2024-06-03T16:41:42.361834,JNJ,148.33,147.25,146.67,146.825,148.88,buy,198.01,142.75,158.56,156.57,2.3,85647998976,34.477,33632000000,48.032,26218000384,10.894,30613000192,No Data,0.023
Stock,2024-06-03T16:41:42.463798,JPM,201.5025,202.31,202.63,201.08,202.42,buy,230.0,157.7,208.05,213.5,2.0,150000992256,51.308,840650981376,No Data,1626683998208,566.46,No Data,0.083,0.111
Stock,2024-06-03T16:41:42.560078,NVDA,1137.52,1135.89,1096.33,1130.2,1143.84,buy,1289.4,440.61,1050.13,1105.2,1.8,79773999104,32.336,10990999552,22.366,31438000128,12.769,49274998784,6.293,2.621
Stock,2024-06-03T16:41:42.656969,V,270.9,273.09,272.46,270.37,273.13,buy,313.14,244.06,285.85,285.97,1.9,34140999680,16.876,20603000832,50.89,17703000064,8.85,23942000640,0.124,0.099
Stock,2024-06-03T16:41:42.757509,UNH,494.92,494.13,495.37,493.87,498.68,buy,675.0,460.0,570.92,569.5,1.8,379486994432,410.145,73637003264,75.979,32710000640,35.539,35001999360,No Data,0.086
Stock,2024-06-03T16:41:42.857955,HD,331.7323,333.65,334.87,329.538,333.65,buy,391.43,276.3,351.08,359.19,2.3,151830003712,152.785,52005998592,2857.473,4264000000,4.3,24508000256,-0.05,-0.023
Stock,2024-06-03T16:41:42.951440,PG,165.99,163.93,164.54,163.69,166.23,buy,168.54,143.68,158.25,160.25,2.1,84059996160,35.616,31982000128,63.541,6828000256,2.893,24217999360,0.106,0.006
Stock,2024-06-03T16:41:43.045246,MA,442.05,443.48,447.07,441.135,444.955,buy,566.41,390.69,471.91,473.46,1.8,25698000896,27.367,15628999680,213.862,7656999936,8.237,15752999936,0.304,0.104
Stock,2024-06-03T16:41:43.143938,PYPL,63.29,63.03,62.99,62.58,63.41,buy,110.52,55.26,70.36,69.49,2.4,30429999104,28.001,11658000384,56.313,14318000128,13.688,5658999808,0.186,0.094
Stock,2024-06-03T16:41:43.242723,DIS,102.63,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012
Stock,2024-06-03T16:41:43.367115,BAC,39.72,40.04,39.99,39.6,40.19,buy,42.37,32.14,36.85,36.36,2.4,93358997504,11.664,727036002304,No Data,830731976704,106.227,No Data,-0.194,-0.033
Stock,2024-06-03T16:41:43.459048,TSM,154.0,155.12,151.04,153.6601,157.15,buy,183.0,113.0,151.97,159.59,1.6,2245747015680,54.131874,1009472962560,27.538,1922656108544,74.138,1511090421760,0.09,0.165
Stock,2024-06-03T16:41:43.554001,CMCSA,39.815,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012
Stock,2024-06-03T16:41:53.680554,AAPL,194.77,192.98,192.25,192.53,194.99,buy,253.28,151.04,188.42,185.52,2.1,381623009280,24.537,104590000128,140.968,67150000128,4.379,129629003776,0.007,-0.043
Stock,2024-06-03T16:41:53.775434,MSFT,414.8799,415.58,415.13,412.69,416.41,buy,552.6,401.56,445.15,439.62,1.7,236583993344,31.834,106228998144,41.963,80013000704,10.766,125182001152,0.2,0.17
Stock,2024-06-03T16:41:53.941064,AMZN,177.21,177.53,176.44,175.97,178.7,buy,460.5,165.78,209.16,202.62,1.7,590739996672,57.133,160560005120,74.107,85074001920,8.175,96609001472,2.167,0.125
Stock,2024-06-03T16:41:54.040850,GOOGL,172.61,172.55,172.5,172.03,174.52,buy,207.22,105.69,176.68,184.2,1.9,318145986560,25.374,28376000512,9.69,108089999360,8.747,109723000832,0.609,0.154
Stock,2024-06-03T16:41:54.136332,META,475.0093,470.87,466.83,468.24,477.43,buy,546.15,239.46,472.46,478.92,1.8,142711996416,55.671,37632999424,25.168,58119999488,22.913,68446998528,1.141,0.273
Stock,2024-06-03T16:41:54.231752,TSLA,180.0563,178.35,178.08,177.25,182.6389,hold,294.72,21.05,164.83,163.48,2.8,94745001984,29.803,9911000064,15.206,26862999552,8.423,12264999936,-0.534,-0.087
Stock,2024-06-03T16:41:54.327827,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052
Stock,2024-06-03T16:41:54.422342,JNJ,148.2871,147.25,146.67,146.825,148.88,buy,198.01,142.75,158.56,156.57,2.3,85647998976,34.477,33632000000,48.032,26218000384,10.894,30613000192,No Data,0.023
Stock,2024-06-03T16:41:54.520112,JPM,201.67,202.31,202.63,201.08,202.42,buy,230.0,157.7,208.05,213.5,2.0,150000992256,51.308,840650981376,No Data,1626683998208,566.46,No Data,0.083,0.111
Stock,2024-06-03T16:41:54.618035,NVDA,1137.7874,1135.89,1096.33,1130.2,1143.84,buy,1289.4,440.61,1050.13,1105.2,1.8,79773999104,32.336,10990999552,22.366,31438000128,12.769,49274998784,6.293,2.621
Stock,2024-06-03T16:41:54.706969,V,270.9,273.09,272.46,270.37,273.13,buy,313.14,244.06,285.85,285.97,1.9,34140999680,16.876,20603000832,50.89,17703000064,8.85,23942000640,0.124,0.099
Stock,2024-06-03T16:41:54.799787,UNH,494.92,494.13,495.37,493.87,498.68,buy,675.0,460.0,570.92,569.5,1.8,379486994432,410.145,73637003264,75.979,32710000640,35.539,35001999360,No Data,0.086
Stock,2024-06-03T16:41:54.894946,HD,331.66,333.65,334.87,329.538,333.65,buy,391.43,276.3,351.08,359.19,2.3,151830003712,152.785,52005998592,2857.473,4264000000,4.3,24508000256,-0.05,-0.023
Stock,2024-06-03T16:41:54.992627,PG,165.99,163.93,164.54,163.69,166.23,buy,168.54,143.68,158.25,160.25,2.1,84059996160,35.616,31982000128,63.541,6828000256,2.893,24217999360,0.106,0.006
Stock,2024-06-03T16:41:55.086526,MA,442.05,443.48,447.07,441.135,444.955,buy,566.41,390.69,471.91,473.46,1.8,25698000896,27.367,15628999680,213.862,7656999936,8.237,15752999936,0.304,0.104
Stock,2024-06-03T16:41:55.185232,PYPL,63.2896,63.03,62.99,62.58,63.41,buy,110.52,55.26,70.36,69.49,2.4,30429999104,28.001,11658000384,56.313,14318000128,13.688,5658999808,0.186,0.094
Stock,2024-06-03T16:41:55.282546,DIS,102.63,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012
Stock,2024-06-03T16:41:55.380760,BAC,39.745,40.04,39.99,39.6,40.19,buy,42.37,32.14,36.85,36.36,2.4,93358997504,11.664,727036002304,No Data,830731976704,106.227,No Data,-0.194,-0.033
Stock,2024-06-03T16:41:55.481821,TSM,154.22,155.12,151.04,153.6601,157.15,buy,183.0,113.0,151.97,159.59,1.6,2245747015680,54.131874,1009472962560,27.538,1922656108544,74.138,1511090421760,0.09,0.165
Stock,2024-06-03T16:41:55.578060,CMCSA,39.8101,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012
Stock,2024-06-03T16:42:05.686787,AAPL,194.69,192.98,192.25,192.53,194.99,buy,253.28,151.04,188.42,185.52,2.1,381623009280,24.537,104590000128,140.968,67150000128,4.379,129629003776,0.007,-0.043
Stock,2024-06-03T16:42:05.786916,MSFT,414.72,415.58,415.13,412.69,416.41,buy,552.6,401.56,445.15,439.62,1.7,236583993344,31.834,106228998144,41.963,80013000704,10.766,125182001152,0.2,0.17
Stock,2024-06-03T16:42:06.547573,AMZN,177.23,177.53,176.44,175.97,178.7,buy,460.5,165.78,209.16,202.62,1.7,590739996672,57.133,160560005120,74.107,85074001920,8.175,96609001472,2.167,0.125
Stock,2024-06-03T16:42:06.650558,GOOGL,172.525,172.55,172.5,172.03,174.52,buy,207.22,105.69,176.68,184.2,1.9,318145986560,25.374,28376000512,9.69,108089999360,8.747,109723000832,0.609,0.154
Stock,2024-06-03T16:42:06.805596,META,475.195,470.87,466.83,468.24,477.43,buy,546.15,239.46,472.46,478.92,1.8,142711996416,55.671,37632999424,25.168,58119999488,22.913,68446998528,1.141,0.273
Stock,2024-06-03T16:42:07.107784,TSLA,180.03,178.35,178.08,177.25,182.6389,hold,294.72,21.05,164.83,163.48,2.8,94745001984,29.803,9911000064,15.206,26862999552,8.423,12264999936,-0.534,-0.087
Stock,2024-06-03T16:42:07.200897,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052
Stock,2024-06-03T16:42:07.305439,JNJ,148.29,147.25,146.67,146.825,148.88,buy,198.01,142.75,158.56,156.57,2.3,85647998976,34.477,33632000000,48.032,26218000384,10.894,30613000192,No Data,0.023
Stock,2024-06-03T16:42:07.405872,JPM,201.61,202.31,202.63,201.08,202.42,buy,230.0,157.7,208.05,213.5,2.0,150000992256,51.308,840650981376,No Data,1626683998208,566.46,No Data,0.083,0.111
Stock,2024-06-03T16:42:07.500342,NVDA,1137.82,1135.89,1096.33,1130.2,1143.84,buy,1289.4,440.61,1050.13,1105.2,1.8,79773999104,32.336,10990999552,22.366,31438000128,12.769,49274998784,6.293,2.621
Stock,2024-06-03T16:42:07.591881,V,270.79,273.09,272.46,270.37,273.13,buy,313.14,244.06,285.85,285.97,1.9,34140999680,16.876,20603000832,50.89,17703000064,8.85,23942000640,0.124,0.099
Stock,2024-06-03T16:42:07.685064,UNH,494.92,494.13,495.37,493.87,498.68,buy,675.0,460.0,570.92,569.5,1.8,379486994432,410.145,73637003264,75.979,32710000640,35.539,35001999360,No Data,0.086
Stock,2024-06-03T16:42:07.792960,HD,331.74,333.65,334.87,329.538,333.65,buy,391.43,276.3,351.08,359.19,2.3,151830003712,152.785,52005998592,2857.473,4264000000,4.3,24508000256,-0.05,-0.023
Stock,2024-06-03T16:42:07.885169,PG,166.075,163.93,164.54,163.69,166.23,buy,168.54,143.68,158.25,160.25,2.1,84059996160,35.616,31982000128,63.541,6828000256,2.893,24217999360,0.106,0.006
Stock,2024-06-03T16:42:07.977418,MA,442.05,443.48,447.07,441.135,444.955,buy,566.41,390.69,471.91,473.46,1.8,25698000896,27.367,15628999680,213.862,7656999936,8.237,15752999936,0.304,0.104
Stock,2024-06-03T16:42:08.080165,PYPL,63.305,63.03,62.99,62.58,63.41,buy,110.52,55.26,70.36,69.49,2.4,30429999104,28.001,11658000384,56.313,14318000128,13.688,5658999808,0.186,0.094
Stock,2024-06-03T16:42:08.186308,DIS,102.6557,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012
Stock,2024-06-03T16:42:08.282626,BAC,39.725,40.04,39.99,39.6,40.19,buy,42.37,32.14,36.85,36.36,2.4,93358997504,11.664,727036002304,No Data,830731976704,106.227,No Data,-0.194,-0.033
Stock,2024-06-03T16:42:08.387239,TSM,154.15,155.12,151.04,153.6601,157.15,buy,183.0,113.0,151.97,159.59,1.6,2245747015680,54.131874,1009472962560,27.538,1922656108544,74.138,1511090421760,0.09,0.165
Stock,2024-06-03T16:42:08.497958,CMCSA,39.82,39.98,40.03,39.45,40.07,buy,57.0,40.0,47.71,48.0,2.3,121939001344,30.036,96572997632,115.945,6514999808,1.66,37586001920,0.066,0.012
Stock,2024-06-03T16:42:18.613926,AAPL,194.74,192.98,192.25,192.53,194.99,buy,253.28,151.04,188.42,185.52,2.1,381623009280,24.537,104590000128,140.968,67150000128,4.379,129629003776,0.007,-0.043
Stock,2024-06-03T16:42:18.712504,MSFT,414.71,415.58,415.13,412.69,416.41,buy,552.6,401.56,445.15,439.62,1.7,236583993344,31.834,106228998144,41.963,80013000704,10.766,125182001152,0.2,0.17
Stock,2024-06-03T16:42:18.860374,AMZN,177.15,177.53,176.44,175.97,178.7,buy,460.5,165.78,209.16,202.62,1.7,590739996672,57.133,160560005120,74.107,85074001920,8.175,96609001472,2.167,0.125
Stock,2024-06-03T16:42:18.967578,GOOGL,172.53,172.55,172.5,172.03,174.52,buy,207.22,105.69,176.68,184.2,1.9,318145986560,25.374,28376000512,9.69,108089999360,8.747,109723000832,0.609,0.154
Stock,2024-06-03T16:42:19.069930,META,475.43,470.87,466.83,468.24,477.43,buy,546.15,239.46,472.46,478.92,1.8,142711996416,55.671,37632999424,25.168,58119999488,22.913,68446998528,1.141,0.273
Stock,2024-06-03T16:42:19.629898,TSLA,180.0373,178.35,178.08,177.25,182.6389,hold,294.72,21.05,164.83,163.48,2.8,94745001984,29.803,9911000064,15.206,26862999552,8.423,12264999936,-0.534,-0.087
Stock,2024-06-03T16:42:19.727869,BRK-A,185.1,625735.0,627400.0,185.1,626164.25,buy,734820.0,660000.0,697410.0,697410.0,2.5,368958013440,255402.66,122753998848,21.246,188992995328,131537.44,107046002688,-0.638,0.052
Stock,2024-06-03T16:42:19.828148,JNJ,148.2809,147.25,146.67,146.825,148.88,buy,198.01,142.75,158.56,156.57,2.3,85647998976,34.477,33632000000,48.032,26218000384,10.894,30613000192,No Data,0.023
Stock,2024-06-03T16:42:19.933071,JPM,201.585,202.31,202.63,201.08,202.42,buy,230.0,157.7,208.05,213.5,2.0,150000992256,51.308,840650981376,No Data,1626683998208,566.46,No Data,0.083,0.111
Stock,2024-06-03T16:42:20.029726,NVDA,1137.39,1135.89,1096.33,1130.2,1143.84,buy,1289.4,440.61,1050.13,1105.2,1.8,79773999104,32.336,10990999552,22.366,31438000128,12.769,49274998784,6.293,2.621
Stock,2024-06-03T16:42:20.124004,V,270.9233,273.09,272.46,270.37,273.13,buy,313.14,244.06,285.85,285.97,1.9,34140999680,16.876,20603000832,50.89,17703000064,8.85,23942000640,0.124,0.099
Stock,2024-06-03T16:42:20.218356,UNH,495.025,494.13,495.37,493.87,498.68,buy,675.0,460.0,570.92,569.5,1.8,379486994432,410.145,73637003264,75.979,32710000640,35.539,35001999360,No Data,0.086
Stock,2024-06-03T16:42:20.320496,HD,331.87,333.65,334.87,329.538,333.65,buy,391.43,276.3,351.08,359.19,2.3,151830003712,152.785,52005998592,2857.473,4264000000,4.3,24508000256,-0.05,-0.023
Stock,2024-06-03T16:42:20.419038,PG,166.0513,163.93,164.54,163.69,166.23,buy,168.54,143.68,158.25,160.25,2.1,84059996160,35.616,31982000128,63.541,6828000256,2.893,24217999360,0.106,0.006
Stock,2024-06-03T16:42:20.515784,MA,442.26,443.48,447.07,441.135,444.955,buy,566.41,390.69,471.91,473.46,1.8,25698000896,27.367,15628999680,213.862,7656999936,8.237,15752999936,0.304,0.104
Stock,2024-06-03T16:42:20.636848,PYPL,63.3,63.03,62.99,62.58,63.41,buy,110.52,55.26,70.36,69.49,2.4,30429999104,28.001,11658000384,56.313,14318000128,13.688,5658999808,0.186,0.094
Stock,2024-06-03T16:42:20.737323,DIS,102.67,104.17,103.91,102.56,104.22,buy,133.54,60.79,114.89,119.73,2.1,89202999296,48.718,46299000832,44.62,6634999808,3.64,16149999616,No Data,0.012
Stock,2024-06-03T16:42:20.835282,BAC,39.725,40.04,39.99,39.6,40.19,buy,42.37,32.14,36.85,36.36,2.4,93358997504,11.664,727036002304,No Data,830731976704,106.227,No Data,-0.194,-0.033
Stock,2024-06-03T16:42:20.944365,TSM,154.11,155.12,151.04,153.6601,157.15,buy,183.0,113.0,151.97,159.59,1.6,2245747015680,54.131874,1009472962560,27.538,1922656108544,74.138,1511090421760,0.09,0.165
